rare_species_id,image_path,is_animal
28c508bc-63ff-4e60-9c8f-1934367e1528,20969394_793083_noanimalcrop.jpg,0
00372441-588c-4af8-9665-29bee20822c0,28895411_319982_noanimalcrop.jpg,0
29cc6040-6af2-49ee-86ec-ab7d89793828,29658536_45510188_noanimalcrop.jpg,0
94004bff-3a33-4758-8125-bf72e6e57eab,21252576_7250886_noanimalcrop.jpg,0
dc48f2ce-4feb-4ef7-b2a2-c3c3f42bf19b,29548208_47043290_noanimalcrop.jpg,0
3d881320-8ba8-4580-a72c-0e7ab116b664,21232818_1033999_noanimalcrop.jpg,0
7faca96a-54e6-4c80-b9e4-77ab126d904a,20315204_46561012_noanimalcrop.jpg,0
9f89ecab-aabd-41a4-b5b4-8ce106d85959,20124498_46570095_noanimalcrop.jpg,0
b6ec7a70-c470-4ede-8930-05844e1efd2e,29369182_323726_noanimalcrop.jpg,0
309ead66-8bb3-4043-a372-3bf353ab328c,30053716_912805_noanimalcrop.jpg,0
a6ca8369-a94f-416d-8ad4-d04d6473c611,28264284_46561012_noanimalcrop.jpg,0
fa538ef6-0709-4c39-a85b-12d3e9f7cd09,22662179_45511624_noanimalcrop.jpg,0
a8e04499-9757-408f-80cd-4e508dc3b8f2,21780197_45511494_noanimalcrop.jpg,0
e09db146-4447-4863-a0cf-23b85c4cf293,29297287_794627_noanimalcrop.jpg,0
0b31111b-ab31-45a2-b547-0f0a8f212f0a,22743125_1048224_noanimalcrop.jpg,0
1654b5d4-1bca-405d-9b83-b4aa569316fb,2747302_46559311_noanimalcrop.jpg,0
b0a7fc8a-07d7-4c79-8745-7b5bc3498e3e,29874180_791137_noanimalcrop.jpg,0
e2e9129f-7c21-41df-b0fe-878476fd7615,22222320_45511297_noanimalcrop.jpg,0
3387dc4a-4061-4151-ae68-b2fd9bf12d26,20945955_919473_noanimalcrop.jpg,0
293b5a16-16f3-42c5-b7e8-0f01869551f4,22627527_323929_noanimalcrop.jpg,0
84da5f6f-8847-4350-a208-f1adb38a6d97,29543412_1018932_noanimalcrop.jpg,0
16b767da-7b35-4f76-8ef7-0835148b760f,28854892_45516469_noanimalcrop.jpg,0
ad66d8cb-91f2-43ff-af1f-75ab38d2dd28,21390936_1019250_noanimalcrop.jpg,0
f2eb1d00-8760-4803-bf7f-431e0faf6a74,20803069_791461_noanimalcrop.jpg,0
9d8e3640-cdd5-4e04-8e81-4ba4f27dadaa,22595474_2984563_noanimalcrop.jpg,0
4fd8afa3-43ca-41fb-be5e-65b576a38f91,28935290_45509477_noanimalcrop.jpg,0
32e472b8-722a-4983-8fe5-a0605e330c1b,22521686_128466_noanimalcrop.jpg,0
3a3af0b2-5e00-472c-909a-f3c82d6886da,21443709_1048403_noanimalcrop.jpg,0
c6a48abf-92eb-4caf-aa53-602e2fac54f5,29632514_311549_noanimalcrop.jpg,0
ef7f6c7d-b39d-4e42-9ee4-e055de66e700,29321323_326355_noanimalcrop.jpg,0
eeaf84a1-a280-4685-8070-66a844f5550a,29897341_328017_noanimalcrop.jpg,0
b410ac82-151e-42e5-9d54-7cbd4f2580a8,20080363_46579618_noanimalcrop.jpg,0
9ff8af91-f167-47c3-b5b3-f2d5af849a7f,22595469_2984563_noanimalcrop.jpg,0
692d4cd1-e944-44af-a855-c7bfc0c5473f,28882329_1049111_noanimalcrop.jpg,0
d95e441d-0689-4637-b1c5-5d98755546eb,14205834_45511624_noanimalcrop.jpg,0
8511cb36-ea18-419a-b938-e6316e1855d4,20143617_331381_noanimalcrop.jpg,0
ee67ee78-9052-4008-9c93-038f25e534e8,20944092_45518794_noanimalcrop.jpg,0
621034f9-e6bd-46ac-ba76-8f5a50b21748,20769927_1050315_noanimalcrop.jpg,0
b577be73-b1ad-4ddb-a2d0-657253b4c7ee,29679313_23668991_noanimalcrop.jpg,0
81e2349d-0634-4f34-8b31-384f1d1d81f2,21385260_330419_noanimalcrop.jpg,0
52d2e3a9-2ca7-4c6f-9551-aad6c7a8776f,21744538_1039032_noanimalcrop.jpg,0
6f6a9b69-9e56-4222-9ce3-2463b5d9c0e5,29758976_1056984_noanimalcrop.jpg,0
7e386d0a-8b4d-4c4c-9ef3-61f4136d5351,29839851_1055105_noanimalcrop.jpg,0
1f490aec-bea3-4127-9215-0ded8a91598f,20345314_46579619_noanimalcrop.jpg,0
422175de-5d5f-4547-8c4f-7729988a341b,21461471_45516020_noanimalcrop.jpg,0
3df83413-32fe-46e3-a9d8-40badca2ba8b,29528950_1055496_noanimalcrop.jpg,0
3a88bef7-4a43-42d2-9740-820e998a35ab,21361952_1065067_noanimalcrop.jpg,0
6e709f7f-5aae-42b5-862e-a2eb93b4e288,22137560_46559756_noanimalcrop.jpg,0
cc08a69a-83cc-4fbe-b81a-600261e90019,20944394_1065125_noanimalcrop.jpg,0
ffb245dc-5e58-42f2-a9ad-0a84d97da89f,8794908_331080_noanimalcrop.jpg,0
8b383a57-1d99-4a1c-a55c-027dcd9b024a,30098480_205909_noanimalcrop.jpg,0
a224c0bf-2df6-417d-89f4-a8e939905252,22753142_1048330_noanimalcrop.jpg,0
64d645f2-980c-4336-9b58-ce1588689b77,22078993_46560977_noanimalcrop.jpg,0
bd30abc1-2bbe-4ee9-bed4-d49339be1dfd,14186363_46559486_noanimalcrop.jpg,0
e893cc88-ffcd-4200-a5c9-d70ceedfcce1,22222312_45511297_noanimalcrop.jpg,0
cc5cea91-f442-4390-88a1-ffe63add4ee3,13985492_4472389_noanimalcrop.jpg,0
92da1502-8952-4c25-b20c-a9e7108e4e09,29986906_1177988_noanimalcrop.jpg,0
c09f539f-dbff-44be-aef8-e1e430ff9a5d,8943243_1048038_noanimalcrop.jpg,0
8b06279a-6989-4319-ae6d-cd79732babe3,20280459_45517790_noanimalcrop.jpg,0
2815783c-ecf7-429d-9622-56524cd36961,22567536_323886_noanimalcrop.jpg,0
7da18c05-f177-43c1-8eb1-9208535d5dee,22539009_354871_noanimalcrop.jpg,0
41cc67f1-ac74-4e0a-8fbc-a126178b55c7,29377099_4453333_noanimalcrop.jpg,0
3df79c0e-382d-4e77-bd4b-2c0e7c7b6ec9,29902251_1065065_noanimalcrop.jpg,0
5ade3d44-750a-4920-9330-5f3808854298,22930575_1227079_noanimalcrop.jpg,0
c56289c6-b515-4f51-a72d-b9c104f8b6d8,21827119_795456_noanimalcrop.jpg,0
482f4d5e-ccb7-46b8-a19a-4ebbf58aac2c,28675416_453303_noanimalcrop.jpg,0
b2a49850-876e-4bfe-863e-313b6e52d0d8,14067360_1048409_noanimalcrop.jpg,0
6e833b15-f8d5-4b75-bc4d-5d1741aa4f7e,29441799_331378_noanimalcrop.jpg,0
41fe3ddd-9d1f-451f-85dd-0ce212d7d219,21375090_118008_noanimalcrop.jpg,0
22e5911e-550f-4479-88e4-45073e796a5b,8823138_2920193_noanimalcrop.jpg,0
97801c77-1c52-47e6-9d9b-859b3d415ba0,29384424_2984557_noanimalcrop.jpg,0
d6847f3d-c6ff-4e4f-9a0c-7a906c026ba5,14205824_45511624_noanimalcrop.jpg,0
2afd616f-bb0f-4a6b-8c21-5d32e94c1902,20865404_45509132_noanimalcrop.jpg,0
1c9ba97e-0711-4446-a775-5e5b1319d9d7,8782006_1057320_noanimalcrop.jpg,0
f770a9f2-ab02-4f9c-a2b4-5bc1ee4c1c21,2702998_211786_noanimalcrop.jpg,0
5dcfe154-4721-4b6b-b1eb-68d7293605db,20208319_46560546_noanimalcrop.jpg,0
23989393-0d83-4afb-991e-eea941c8036c,22946255_1057320_noanimalcrop.jpg,0
12734b40-5d60-4958-9f22-c0fdd6859eeb,21035379_130548_noanimalcrop.jpg,0
9662297d-17cc-4b12-a556-359c19e5f911,30070968_1038777_noanimalcrop.jpg,0
099cf914-a1bf-4cf5-b918-aa7b38b5c85e,28170652_45276848_noanimalcrop.jpg,0
e2b62727-13c0-4f29-afc0-e290a53b9b59,21709145_47049694_noanimalcrop.jpg,0
95e673f2-7079-4c12-bc80-55254cfb65df,20845457_327936_noanimalcrop.jpg,0
9ed1c16c-16c7-4090-a03c-d227a6dce02c,21766564_45518003_noanimalcrop.jpg,0
09d36d89-0046-4a3d-935f-3a87a82fa3b5,29351596_311570_noanimalcrop.jpg,0
a5aec2cf-749d-4b4a-9b7c-03cbca6425e6,28935028_1227079_noanimalcrop.jpg,0
a9821c37-35df-4051-ae19-74ede54e81a1,28935027_1227079_noanimalcrop.jpg,0
b86f277a-7c11-4472-8982-b0e3fe95363f,20809250_46560594_noanimalcrop.jpg,0
8004ec60-68b3-42fe-a656-73b06b6669c1,28939539_45512084_noanimalcrop.jpg,0
14a2f629-aeca-4015-a52d-4aed5c18c990,8945070_1019469_noanimalcrop.jpg,0
