rare_species_id,file_path,is_animal
1e5be3c6-0916-49c7-b735-59b0a51ece47,29992206_46559486_noanimalcrop_0_rotate_30.jpg,0
743da03f-7563-4364-99ae-90a7b14a3e3a,28209899_45510504_0_rotate_30.jpg,0
8100b49e-ade6-4c04-84aa-fb0de698db22,28417397_326451_0_rotate_30.jpg,0
384321c9-5183-469e-917d-5c892f67209f,22079004_46560977_noanimalcrop_0_rotate_30.jpg,0
c6cbbad6-f218-4cb0-aa1f-84cecc1a6222,28475846_1057157_0_rotate_30.jpg,0
0fc6388d-a076-466e-8961-24f0f0f6e540,29468525_4453294_noanimalcrop_0_rotate_30.jpg,0
39b05115-822f-4444-a898-e23e27a33b28,13992895_46578204_noanimalcrop_0_rotate_30.jpg,0
063db6e4-a523-4020-a94e-e75827512625,28391478_45514059_0_rotate_30.jpg,0
4ed5b8bd-01f5-479f-95e8-2554346c114a,28237308_4453261_0_rotate_30.jpg,0
bb12cbae-da56-4c12-b0d0-f5f8399e6da4,22401529_1055803_noanimalcrop_0_rotate_30.jpg,0
da385840-9245-4cff-a3cb-0b69af9608b1,28301467_45513966_0_rotate_30.jpg,0
e6752db0-9909-418b-869d-c1425538e0f1,8954969_1048224_noanimalcrop_0_rotate_30.jpg,0
a7729b53-62d4-4e72-af5b-0d74cdb4b349,28208590_4453214_0_rotate_30.jpg,0
80d9770b-071c-44dc-8031-2b39c4edf5f1,29859858_45513537_noanimalcrop_0_rotate_30.jpg,0
5759dd07-7a66-4a3c-98ae-501e95584013,14608599_476649_noanimalcrop_0_rotate_30.jpg,0
e87893cf-4736-412f-bc11-d310715b9a70,14085753_331078_noanimalcrop_0_rotate_30.jpg,0
916d0b84-7416-4746-95b2-af1a85e7f731,29321330_326355_noanimalcrop_0_rotate_30.jpg,0
8da290aa-0438-4272-875e-70238e2661ab,20445370_45509191_noanimalcrop_0_rotate_30.jpg,0
49d4de3a-71ac-473e-9c59-c0cdf0683c8f,14205823_45511624_noanimalcrop_0_rotate_30.jpg,0
2b140153-e137-4922-a422-fc2f0c29f587,8826777_862121_noanimalcrop_0_rotate_30.jpg,0
8ebe48c2-dddb-443a-8dd8-f643a955361f,29826908_4454312_noanimalcrop_0_rotate_30.jpg,0
